attempt,commit,status,device,val_bpb,training_seconds,total_seconds,peak_vram_gb,mfu_percent,total_tokens_M,num_steps,num_params_M,depth,noble_rank,noble_targets,delta_vs_attempt006_bpb,delta_vs_baseline_bpb,record_status
"Attempt 007: NOBLE CosNet on MLP Expansion Only (rank=32, XSA off)",87782cb,completed,modal A10G 24GB,1.278480,300.8,425.3,11.6,4.47,57.4,219,51.0,8,32,mlp_fc,+0.059472,+0.078365,not a campaign record
