attempt,commit,status,device,val_bpb,training_seconds,total_seconds,peak_vram_gb,mfu_percent,total_tokens_M,num_steps,num_params_M,depth,delta_vs_baseline_bpb,delta_vs_baseline_steps,record_status
"Attempt 003: Final-Layer Local 2-Simplicial Attention (window=8, scale=0.1)",48470ac,completed,modal A10G 24GB,1.220857,300.4,421.6,13.8,4.27,55.1,210,50.9,8,0.020742,-28,not a campaign record
